book_id,genres
5474,"['fiction', 'young-adult', 'contemporary']"
5475,"['fantasy', 'young-adult', 'historical-fiction', 'romance', 'fiction', 'paranormal']"
5476,"['poetry', 'young-adult', 'sports', 'fiction', 'contemporary']"
5477,"['fiction', 'romance', 'travel', 'young-adult']"
5478,"['fiction', 'contemporary', 'historical-fiction']"
5479,"['historical-fiction', 'romance', 'fiction', 'fantasy', 'paranormal', 'contemporary', 'mystery']"
5480,"['fiction', 'christian', 'horror', 'thriller', 'mystery', 'suspense', 'fantasy', 'science-fiction']"
5481,"['fiction', 'thriller', 'mystery', 'crime', 'suspense']"
5483,"['business', 'nonfiction', 'self-help', 'psychology']"
5484,"['graphic-novels', 'comics', 'fantasy', 'fiction']"
5487,"['self-help', 'spirituality', 'nonfiction', 'psychology', 'philosophy']"
5488,"['young-adult', 'fantasy', 'science-fiction', 'romance', 'paranormal', 'fiction']"
5489,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
5490,"['fantasy', 'fiction', 'young-adult']"
5493,"['nonfiction', 'biography', 'memoir', 'classics']"
5495,"['business', 'nonfiction', 'history', 'biography']"
5496,"['nonfiction', 'self-help', 'memoir', 'poetry', 'art', 'spirituality']"
5497,"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']"
5498,"['fantasy', 'science-fiction', 'fiction']"
5499,"['mystery', 'paranormal', 'fantasy', 'fiction', 'romance', 'crime']"
5500,"['young-adult', 'fiction', 'historical-fiction', 'classics']"
5501,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
5502,"['manga', 'fantasy', 'romance', 'graphic-novels', 'paranormal', 'young-adult', 'comics']"
5503,"['romance', 'contemporary', 'fiction', 'young-adult']"
5504,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
5505,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
5506,"['science-fiction', 'fiction', 'fantasy']"
5508,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
5509,"['mystery', 'fiction', 'crime', 'classics', 'historical-fiction']"
5510,"['comics', 'graphic-novels', 'fiction']"
5511,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
5512,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
5513,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5514,"['nonfiction', 'biography', 'memoir', 'travel', 'sports']"
5515,"['fantasy', 'fiction']"
5516,"['mystery', 'fiction', 'young-adult']"
5517,"['chick-lit', 'romance', 'fiction', 'contemporary', 'young-adult']"
5518,"['nonfiction', 'crime', 'mystery', 'biography', 'history', 'thriller', 'horror']"
5519,"['fiction', 'mystery', 'thriller', 'suspense', 'contemporary', 'crime']"
5520,"['fiction', 'graphic-novels', 'comics']"
5521,"['thriller', 'fiction', 'mystery', 'fantasy', 'suspense', 'historical-fiction', 'science-fiction']"
5522,"['romance', 'contemporary', 'fiction', 'chick-lit', 'mystery']"
5523,"['manga', 'fantasy', 'graphic-novels', 'comics', 'paranormal', 'fiction']"
5524,"['music', 'biography', 'nonfiction', 'memoir', 'history']"
5525,"['fiction', 'thriller', 'mystery', 'romance', 'suspense', 'crime', 'contemporary']"
5526,"['young-adult', 'fiction', 'mystery', 'contemporary']"
5527,"['nonfiction', 'classics', 'memoir', 'biography', 'travel', 'history']"
5529,"['nonfiction', 'philosophy', 'business', 'psychology', 'science', 'self-help']"
5530,"['romance', 'contemporary', 'young-adult', 'chick-lit']"
5531,"['philosophy', 'nonfiction', 'psychology', 'science', 'religion']"
5532,"['young-adult', 'contemporary', 'fiction', 'thriller', 'suspense']"
5533,"['paranormal', 'fantasy', 'romance', 'fiction']"
5536,"['fantasy', 'fiction', 'young-adult']"
5537,"['psychology', 'science', 'nonfiction', 'philosophy']"
5538,"['science-fiction', 'fiction', 'fantasy']"
5539,"['young-adult', 'romance', 'chick-lit', 'science-fiction', 'contemporary', 'fiction', 'mystery', 'fantasy']"
5540,"['classics', 'fiction', 'historical-fiction', 'romance', 'poetry']"
5541,"['young-adult', 'science-fiction', 'fiction', 'fantasy']"
5542,"['young-adult', 'paranormal', 'fantasy', 'fiction', 'horror', 'romance']"
5544,"['young-adult', 'romance', 'science-fiction', 'fiction', 'fantasy']"
5545,"['nonfiction', 'history', 'science']"
5546,"['romance', 'contemporary', 'fiction', 'chick-lit']"
5547,"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']"
5548,"['mystery', 'thriller', 'crime', 'fiction', 'suspense', 'contemporary']"
5550,"['fiction', 'classics', 'thriller', 'contemporary', 'crime', 'mystery']"
5551,"['fiction', 'historical-fiction']"
5552,"['fiction', 'contemporary', 'young-adult', 'music']"
5553,"['fiction', 'contemporary']"
5554,"['fantasy', 'fiction', 'science-fiction']"
5555,"['romance', 'contemporary', 'music', 'chick-lit', 'fiction']"
5556,"['fiction', 'contemporary']"
5557,"['mystery', 'fiction', 'thriller', 'suspense', 'crime']"
5558,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime', 'science-fiction', 'fantasy']"
5559,"['fantasy', 'paranormal', 'romance', 'fiction', 'historical-fiction', 'mystery']"
5560,"['fantasy', 'fiction', 'science-fiction']"
5561,"['historical-fiction', 'fiction']"
5562,"['mystery', 'fiction', 'science-fiction', 'crime', 'thriller']"
5563,"['science-fiction', 'fiction', 'classics', 'fantasy']"
5564,"['thriller', 'fiction', 'mystery', 'horror', 'suspense', 'crime']"
5565,"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']"
5566,"['romance', 'paranormal', 'fantasy']"
5567,"['classics', 'fiction', 'young-adult', 'historical-fiction', 'romance']"
5568,"['mystery', 'fiction', 'horror', 'crime', 'thriller', 'suspense', 'fantasy']"
5569,"['horror', 'classics', 'fiction', 'fantasy', 'mystery']"
5571,"['christian', 'nonfiction', 'spirituality', 'religion']"
5572,"['romance', 'historical-fiction', 'fiction']"
5574,"['historical-fiction', 'young-adult', 'fiction', 'fantasy', 'contemporary', 'romance']"
5575,"['science-fiction', 'fiction', 'fantasy']"
5576,"['fantasy', 'paranormal', 'fiction', 'romance']"
5578,"['fiction', 'historical-fiction', 'contemporary']"
5579,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
5580,"['comics', 'graphic-novels', 'fiction']"
5581,"['horror', 'classics', 'fiction', 'fantasy', 'paranormal']"
5582,"['fantasy', 'young-adult', 'fiction']"
5583,"['young-adult', 'contemporary', 'fiction', 'romance']"
5584,"['romance', 'contemporary', 'chick-lit']"
5585,"['mystery', 'young-adult', 'fiction', 'thriller', 'crime', 'contemporary', 'suspense']"
5586,"['graphic-novels', 'comics', 'science-fiction', 'fiction', 'fantasy']"
5587,"['historical-fiction', 'fiction', 'romance']"
5589,"['historical-fiction', 'young-adult', 'fiction']"
5590,"['fiction', 'fantasy', 'classics']"
5591,"['science-fiction', 'fiction', 'fantasy']"
5592,"['nonfiction', 'biography', 'memoir']"
5595,"['fiction', 'historical-fiction', 'mystery']"
5596,"['classics', 'historical-fiction', 'fiction', 'religion', 'romance', 'christian']"
5598,"['fantasy', 'young-adult', 'fiction']"
5599,"['fantasy', 'fiction', 'romance', 'science-fiction']"
5600,"['romance', 'paranormal', 'fantasy', 'fiction', 'contemporary', 'mystery']"
5601,"['fiction', 'poetry', 'fantasy']"
5602,"['romance', 'contemporary', 'young-adult', 'fiction']"
5604,"['history', 'nonfiction']"
5605,"['horror', 'fiction', 'fantasy', 'science-fiction']"
5606,"['art', 'nonfiction', 'biography', 'history']"
5607,"['thriller', 'fiction', 'mystery', 'fantasy', 'suspense', 'historical-fiction']"
5609,"['fantasy', 'paranormal', 'romance', 'fiction']"
5610,"['self-help', 'business', 'nonfiction', 'psychology', 'philosophy']"
5611,"['paranormal', 'romance', 'fantasy']"
5612,"['horror', 'fiction', 'mystery', 'thriller', 'suspense', 'fantasy', 'paranormal', 'contemporary']"
5614,"['fiction', 'chick-lit', 'romance', 'contemporary']"
5615,"['fiction', 'chick-lit', 'historical-fiction', 'contemporary']"
5616,"['fiction', 'contemporary', 'crime', 'mystery', 'thriller']"
5617,"['fiction', 'contemporary', 'chick-lit']"
5619,"['romance', 'mystery', 'suspense', 'fiction', 'thriller', 'contemporary', 'crime']"
5620,"['fiction', 'mystery', 'religion', 'contemporary', 'thriller', 'historical-fiction']"
5622,"['mystery', 'young-adult', 'fiction', 'fantasy']"
5626,"['classics', 'fiction', 'romance', 'historical-fiction']"
5627,"['fiction', 'classics', 'historical-fiction']"
5628,"['historical-fiction', 'fiction', 'romance']"
5629,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
5630,"['science-fiction', 'fiction']"
5631,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5632,"['fantasy', 'young-adult', 'fiction', 'romance']"
5633,"['mystery', 'young-adult', 'fiction', 'fantasy']"
5634,"['nonfiction', 'history', 'science', 'crime', 'mystery']"
5635,"['romance', 'contemporary', 'music', 'fiction', 'chick-lit']"
5636,"['young-adult', 'contemporary', 'fiction', 'horror', 'crime', 'mystery']"
5637,"['religion', 'philosophy', 'nonfiction', 'spirituality', 'classics', 'poetry']"
5638,"['romance', 'contemporary', 'suspense', 'chick-lit', 'fiction']"
5639,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
5640,"['nonfiction', 'self-help', 'psychology', 'business', 'spirituality']"
5641,"['mystery', 'fiction', 'historical-fiction', 'young-adult', 'crime']"
5643,"['biography', 'christian', 'nonfiction', 'history', 'memoir', 'religion']"
5644,"['romance', 'contemporary', 'chick-lit', 'fiction', 'young-adult']"
5645,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
5646,"['romance', 'contemporary', 'chick-lit', 'sports', 'fiction']"
5647,['nonfiction']
5648,"['historical-fiction', 'fiction']"
5649,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5650,"['mystery', 'thriller', 'fiction', 'suspense', 'crime', 'contemporary']"
5651,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5652,"['young-adult', 'fantasy', 'science-fiction', 'historical-fiction', 'fiction', 'romance']"
5654,"['mystery', 'thriller', 'crime', 'fiction', 'suspense']"
5655,"['fiction', 'thriller', 'suspense', 'mystery']"
5656,"['mystery', 'fiction', 'crime', 'suspense', 'thriller']"
5658,"['nonfiction', 'memoir', 'biography', 'classics']"
5659,"['paranormal', 'romance', 'fantasy', 'fiction']"
5660,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction', 'mystery']"
5661,"['fantasy', 'fiction', 'young-adult', 'science-fiction', 'classics']"
5662,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction', 'paranormal']"
5665,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
5666,"['science-fiction', 'fiction', 'fantasy']"
5670,"['psychology', 'nonfiction', 'philosophy', 'memoir', 'science']"
5671,"['fantasy', 'fiction', 'young-adult', 'romance']"
5672,"['fantasy', 'fiction']"
5673,"['fiction', 'christian', 'thriller', 'horror', 'suspense', 'fantasy', 'religion', 'mystery']"
5674,"['graphic-novels', 'comics', 'horror', 'fantasy', 'fiction', 'mystery', 'paranormal']"
5676,"['science-fiction', 'fiction', 'fantasy', 'classics']"
5677,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5678,"['fiction', 'classics', 'mystery', 'thriller']"
5679,"['comics', 'graphic-novels', 'fiction', 'mystery', 'horror']"
5681,"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']"
5682,"['christian', 'biography', 'nonfiction', 'memoir', 'history', 'religion']"
5683,"['fiction', 'fantasy']"
5684,"['fantasy', 'paranormal', 'romance', 'fiction']"
5686,"['fantasy', 'historical-fiction', 'fiction', 'paranormal', 'romance']"
5687,"['fiction', 'romance', 'contemporary', 'chick-lit']"
5688,"['fiction', 'historical-fiction', 'mystery', 'crime', 'thriller', 'suspense']"
5689,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
5690,"['science', 'nonfiction', 'philosophy', 'religion']"
5691,"['christian', 'fiction', 'romance', 'contemporary']"
5695,"['fantasy', 'fiction', 'science-fiction']"
5696,"['chick-lit', 'fiction', 'romance', 'contemporary']"
5697,"['fantasy', 'young-adult', 'romance', 'fiction']"
5699,"['fiction', 'classics']"
5700,"['fiction', 'classics', 'historical-fiction']"
5701,"['nonfiction', 'history', 'biography', 'memoir', 'classics']"
5702,"['nonfiction', 'history', 'business', 'biography', 'science']"
5703,"['nonfiction', 'memoir', 'biography', 'travel']"
5704,"['fiction', 'classics']"
5705,"['historical-fiction', 'fiction', 'thriller', 'suspense', 'mystery']"
5707,"['fiction', 'historical-fiction', 'science-fiction', 'fantasy']"
5709,"['fiction', 'historical-fiction', 'art', 'contemporary']"
5710,"['paranormal', 'romance', 'fantasy', 'fiction']"
5712,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction']"
5713,"['business', 'nonfiction', 'self-help']"
5714,"['science-fiction', 'fiction', 'fantasy']"
5715,"['thriller', 'fiction', 'mystery', 'historical-fiction', 'suspense']"
5716,"['poetry', 'classics', 'fiction']"
5717,"['historical-fiction', 'fiction', 'classics', 'christian', 'religion']"
5720,"['romance', 'contemporary', 'music', 'fiction']"
5721,"['fantasy', 'paranormal', 'romance', 'fiction']"
5722,"['fantasy', 'young-adult', 'horror', 'fiction', 'paranormal']"
5723,"['nonfiction', 'psychology', 'self-help', 'science', 'crime']"
5724,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
5725,"['graphic-novels', 'fiction', 'comics', 'young-adult']"
5728,"['romance', 'fantasy', 'paranormal', 'fiction']"
5729,"['young-adult', 'paranormal', 'fantasy', 'romance', 'horror', 'fiction']"
5730,"['fiction', 'classics', 'horror', 'philosophy']"
5732,"['fantasy', 'young-adult', 'fiction', 'historical-fiction']"
5733,"['horror', 'fiction', 'young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller']"
5734,"['fiction', 'historical-fiction']"
5735,"['fantasy', 'fiction']"
5736,"['romance', 'young-adult', 'contemporary', 'sports', 'fiction']"
5737,"['fiction', 'historical-fiction', 'contemporary']"
5739,"['fiction', 'historical-fiction', 'thriller', 'mystery', 'crime', 'suspense']"
5740,"['romance', 'fiction', 'chick-lit', 'contemporary']"
5742,"['fantasy', 'romance', 'historical-fiction', 'fiction', 'young-adult']"
5743,"['fiction', 'historical-fiction', 'thriller', 'mystery', 'suspense']"
5744,"['paranormal', 'fantasy', 'romance']"
5746,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
5747,"['horror', 'fiction', 'classics', 'science-fiction', 'fantasy']"
5748,"['romance', 'fiction', 'fantasy', 'contemporary', 'paranormal', 'chick-lit']"
5749,"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']"
5750,"['thriller', 'fiction', 'mystery', 'science-fiction', 'suspense', 'horror', 'fantasy']"
5752,"['comics', 'graphic-novels', 'fantasy', 'fiction', 'horror', 'religion']"
5753,"['science-fiction', 'fiction', 'fantasy']"
5754,"['fiction', 'classics', 'fantasy', 'philosophy']"
5755,"['fantasy', 'young-adult', 'paranormal', 'fiction', 'romance']"
5756,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']"
5757,"['young-adult', 'paranormal', 'fantasy', 'romance']"
5758,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'sports']"
5759,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
5760,"['paranormal', 'romance', 'fantasy', 'fiction']"
5763,"['horror', 'fiction', 'thriller', 'suspense', 'mystery']"
5764,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']"
5766,"['historical-fiction', 'fiction', 'mystery', 'crime', 'thriller']"
5768,"['romance', 'contemporary', 'young-adult', 'sports', 'fiction', 'chick-lit']"
5769,"['horror', 'science-fiction', 'fiction', 'thriller', 'young-adult', 'fantasy']"
5770,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'romance']"
5771,"['mystery', 'thriller', 'crime', 'fiction', 'suspense']"
5772,"['nonfiction', 'science', 'memoir', 'psychology', 'biography']"
5773,"['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']"
5774,"['historical-fiction', 'fiction', 'romance']"
5776,"['historical-fiction', 'fiction', 'mystery', 'crime']"
5777,"['historical-fiction', 'fiction', 'mystery', 'crime', 'thriller']"
5778,"['fiction', 'romance', 'travel', 'young-adult', 'contemporary']"
5780,"['manga', 'romance', 'graphic-novels', 'fantasy', 'comics', 'young-adult', 'fiction']"
5782,"['science-fiction', 'fiction', 'mystery', 'classics', 'fantasy']"
5783,"['fiction', 'classics', 'science-fiction', 'philosophy', 'fantasy']"
5784,"['science', 'nonfiction', 'history']"
5785,"['philosophy', 'classics', 'fiction']"
5786,"['business', 'nonfiction', 'self-help', 'psychology', 'philosophy']"
5788,"['nonfiction', 'contemporary', 'biography']"
5789,"['fantasy', 'fiction']"
5791,"['paranormal', 'fantasy', 'romance', 'mystery']"
5792,"['fiction', 'philosophy', 'contemporary', 'classics']"
5793,"['fantasy', 'young-adult', 'romance', 'fiction']"
5794,"['nonfiction', 'history', 'memoir', 'biography']"
5795,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'paranormal']"
5797,"['mystery', 'fiction', 'suspense', 'thriller', 'crime', 'romance']"
5798,"['nonfiction', 'biography', 'memoir', 'religion']"
5799,"['mystery', 'thriller', 'fiction', 'suspense', 'crime', 'romance']"
5800,"['fantasy', 'fiction', 'young-adult', 'science-fiction']"
5801,"['mystery', 'fiction', 'suspense', 'thriller', 'crime', 'romance']"
5802,"['classics', 'fiction', 'mystery']"
5803,"['young-adult', 'paranormal', 'romance', 'fantasy', 'fiction']"
5804,"['fiction', 'classics', 'thriller', 'mystery', 'suspense']"
5805,"['fantasy', 'young-adult', 'fiction']"
5806,"['philosophy', 'science', 'nonfiction', 'religion', 'psychology']"
5807,"['fiction', 'mystery', 'historical-fiction', 'chick-lit', 'thriller', 'contemporary', 'suspense']"
5808,"['fiction', 'contemporary', 'young-adult']"
5809,"['biography', 'history', 'nonfiction', 'philosophy']"
5810,"['young-adult', 'fantasy', 'paranormal', 'science-fiction', 'fiction']"
5811,"['young-adult', 'paranormal', 'fantasy', 'romance']"
5812,"['fiction', 'philosophy', 'spirituality', 'self-help', 'contemporary', 'romance']"
5813,"['fantasy', 'young-adult', 'fiction', 'mystery']"
5814,"['fantasy', 'paranormal', 'romance', 'fiction']"
5815,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
5816,"['fiction', 'fantasy', 'classics']"
5817,"['chick-lit', 'fiction', 'romance', 'contemporary']"
5818,"['romance', 'mystery', 'fiction', 'suspense', 'contemporary', 'thriller', 'chick-lit']"
5819,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
5821,"['romance', 'contemporary', 'music', 'chick-lit']"
5822,"['fantasy', 'young-adult', 'mystery', 'fiction', 'horror', 'historical-fiction', 'paranormal']"
5824,"['romance', 'contemporary', 'fiction']"
5825,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
5826,"['mystery', 'fiction', 'crime']"
5827,"['historical-fiction', 'classics', 'fiction', 'young-adult']"
5828,"['thriller', 'fiction', 'mystery', 'crime', 'suspense', 'contemporary']"
5829,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
5830,"['classics', 'fantasy', 'fiction', 'young-adult']"
5831,"['psychology', 'nonfiction', 'self-help', 'business', 'science']"
5832,"['romance', 'young-adult', 'contemporary', 'chick-lit', 'fiction']"
5833,"['nonfiction', 'science', 'memoir', 'biography', 'classics']"
5834,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
5835,"['historical-fiction', 'fiction', 'romance', 'young-adult']"
5836,"['mystery', 'crime', 'fiction', 'thriller', 'suspense']"
5840,"['classics', 'fiction', 'poetry']"
5841,"['cookbooks', 'nonfiction']"
5842,"['fantasy', 'young-adult', 'romance', 'fiction', 'historical-fiction']"
5843,"['science-fiction', 'fiction', 'horror', 'mystery', 'thriller', 'fantasy']"
5844,"['mystery', 'fiction', 'crime', 'thriller']"
5845,"['nonfiction', 'self-help', 'psychology', 'christian']"
5846,"['fantasy', 'fiction', 'christian', 'science-fiction', 'thriller', 'mystery', 'suspense']"
5847,"['manga', 'fantasy', 'graphic-novels', 'historical-fiction', 'comics', 'young-adult', 'horror', 'paranormal', 'fiction']"
5848,"['fantasy', 'fiction']"
5849,"['graphic-novels', 'comics', 'fiction', 'fantasy']"
5851,"['fiction', 'romance', 'historical-fiction', 'contemporary']"
5852,"['fiction', 'contemporary']"
5853,"['classics', 'fiction', 'poetry', 'philosophy', 'fantasy']"
5854,"['romance', 'contemporary', 'chick-lit', 'young-adult', 'fiction']"
5857,"['young-adult', 'fantasy', 'paranormal', 'romance']"
5858,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
5859,"['fiction', 'graphic-novels', 'young-adult', 'contemporary', 'romance']"
5861,"['mystery', 'fiction', 'crime', 'classics', 'thriller']"
5862,"['romance', 'contemporary', 'chick-lit', 'sports', 'fiction']"
5863,"['memoir', 'nonfiction', 'classics', 'biography']"
5865,"['fiction', 'poetry', 'classics']"
5866,"['romance', 'contemporary', 'chick-lit', 'fiction']"
5867,"['fantasy', 'fiction', 'science-fiction']"
5870,"['mystery', 'classics', 'fiction', 'crime', 'historical-fiction', 'thriller']"
5871,"['romance', 'paranormal', 'fantasy', 'fiction', 'contemporary', 'mystery', 'horror']"
5872,"['classics', 'fiction', 'historical-fiction']"
5874,"['fantasy', 'horror', 'fiction', 'paranormal', 'science-fiction']"
5875,"['fantasy', 'young-adult', 'fiction', 'romance']"
5876,"['fiction', 'thriller', 'suspense', 'mystery']"
5877,"['fantasy', 'science-fiction', 'fiction', 'young-adult', 'romance']"
5880,"['fantasy', 'young-adult', 'fiction', 'romance', 'historical-fiction']"
5881,"['fiction', 'classics']"
5882,"['nonfiction', 'philosophy', 'memoir', 'biography', 'religion']"
5883,"['fantasy', 'young-adult', 'fiction']"
5885,"['history', 'nonfiction', 'biography']"
5886,"['romance', 'historical-fiction', 'fiction']"
5887,"['young-adult', 'romance', 'contemporary', 'sports', 'chick-lit', 'fiction']"
5888,"['romance', 'contemporary', 'young-adult', 'music', 'chick-lit']"
5890,"['young-adult', 'fantasy', 'science-fiction', 'fiction']"
5892,"['paranormal', 'romance', 'fantasy']"
5893,"['fantasy', 'horror', 'mystery', 'young-adult', 'fiction', 'paranormal']"
5895,"['mystery', 'fiction', 'historical-fiction', 'young-adult', 'crime']"
5896,"['romance', 'contemporary', 'suspense', 'chick-lit', 'fiction']"
5897,"['fantasy', 'fiction', 'horror', 'science-fiction', 'mystery', 'paranormal']"
5899,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
5900,"['young-adult', 'contemporary', 'romance', 'fiction', 'chick-lit']"
5901,"['science-fiction', 'fiction', 'fantasy']"
5902,"['paranormal', 'romance', 'fantasy']"
5903,"['horror', 'nonfiction', 'biography', 'history']"
5905,"['mystery', 'fiction', 'crime']"
5906,"['nonfiction', 'classics']"
5907,"['classics', 'fiction', 'historical-fiction']"
5908,"['fiction', 'classics', 'historical-fiction']"
5909,"['fiction', 'christian', 'contemporary', 'chick-lit', 'romance']"
5911,"['fiction', 'mystery', 'contemporary', 'thriller']"
5912,"['romance', 'paranormal', 'fantasy', 'historical-fiction', 'fiction']"
5913,"['young-adult', 'fiction', 'contemporary']"
5914,"['fiction', 'chick-lit', 'romance', 'contemporary']"
5915,"['classics', 'fiction', 'historical-fiction', 'romance']"
5917,"['romance', 'contemporary', 'chick-lit', 'fiction', 'sports']"
5919,"['christian', 'religion', 'nonfiction', 'spirituality', 'classics', 'history']"
5920,"['thriller', 'mystery', 'fiction', 'horror', 'suspense', 'crime', 'fantasy']"
5921,"['science-fiction', 'fiction', 'fantasy', 'mystery', 'thriller']"
5922,"['romance', 'historical-fiction', 'fiction', 'chick-lit', 'young-adult']"
5923,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']"
5924,"['fiction', 'chick-lit', 'contemporary', 'romance']"
5925,"['fiction', 'historical-fiction', 'mystery', 'contemporary']"
5926,"['historical-fiction', 'fiction']"
5928,"['horror', 'fantasy', 'fiction', 'paranormal']"
5930,"['horror', 'fiction', 'fantasy', 'mystery', 'young-adult', 'thriller', 'historical-fiction']"
5931,"['classics', 'fiction', 'historical-fiction', 'romance']"
5932,"['fiction', 'contemporary', 'historical-fiction']"
5933,"['fiction', 'contemporary']"
5935,"['fiction', 'contemporary']"
5937,"['history', 'nonfiction', 'business']"
5939,"['young-adult', 'contemporary', 'fiction', 'romance']"
5940,"['classics', 'poetry', 'fiction', 'religion', 'fantasy', 'philosophy']"
5941,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
5942,"['fiction', 'contemporary']"
5943,"['young-adult', 'contemporary', 'fiction', 'romance']"
5944,"['nonfiction', 'history', 'science', 'biography']"
5945,"['horror', 'fiction', 'thriller', 'fantasy', 'science-fiction', 'mystery', 'suspense', 'paranormal']"
5946,"['fantasy', 'young-adult', 'science-fiction', 'fiction']"
5947,"['fiction', 'fantasy', 'contemporary', 'science-fiction']"
5948,"['fiction', 'contemporary', 'science-fiction', 'fantasy']"
5949,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'crime', 'suspense']"
5950,"['fiction', 'fantasy', 'young-adult', 'contemporary']"
5951,"['fantasy', 'fiction']"
5952,"['mystery', 'thriller', 'fiction', 'historical-fiction', 'crime', 'suspense']"
5953,"['romance', 'fiction', 'fantasy', 'science-fiction', 'contemporary', 'philosophy']"
5954,"['horror', 'fiction', 'thriller', 'mystery', 'paranormal', 'suspense']"
5957,"['fantasy', 'fiction']"
5958,"['fiction', 'contemporary', 'young-adult', 'historical-fiction']"
5959,"['historical-fiction', 'fiction', 'young-adult']"
5962,"['mystery', 'fantasy', 'fiction', 'young-adult']"
5963,"['fantasy', 'fiction', 'young-adult']"
5964,"['fiction', 'romance', 'chick-lit', 'christian', 'contemporary']"
5965,"['young-adult', 'paranormal', 'fantasy', 'romance']"
5966,"['mystery', 'fiction', 'thriller', 'suspense', 'crime']"
5967,"['mystery', 'fiction', 'young-adult', 'art']"
5968,"['christian', 'nonfiction', 'religion', 'spirituality']"
5969,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
5970,"['romance', 'chick-lit', 'contemporary', 'fiction']"
5971,"['graphic-novels', 'fiction', 'comics', 'fantasy', 'science-fiction']"
5972,"['poetry', 'classics', 'fiction', 'young-adult']"
5973,"['fiction', 'thriller', 'mystery', 'contemporary', 'crime']"
5974,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']"
5975,"['thriller', 'fiction', 'mystery', 'suspense', 'historical-fiction', 'science-fiction']"
5976,"['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']"
5978,"['nonfiction', 'philosophy', 'history']"
5980,"['comics', 'graphic-novels', 'fiction', 'mystery', 'fantasy']"
5981,"['fantasy', 'young-adult', 'paranormal', 'romance', 'mystery', 'fiction']"
5982,"['science-fiction', 'fiction', 'fantasy']"
5983,"['fiction', 'religion', 'historical-fiction', 'classics', 'romance']"
5984,"['mystery', 'fiction', 'young-adult', 'fantasy']"
5985,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
5986,"['graphic-novels', 'comics', 'fantasy', 'manga', 'fiction', 'young-adult']"
5988,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
5989,"['fantasy', 'young-adult', 'romance', 'fiction']"
5990,"['fiction', 'historical-fiction']"
5991,"['fiction', 'classics', 'travel']"
5992,"['sports', 'nonfiction', 'memoir', 'biography', 'history']"
5994,"['fiction', 'classics', 'horror']"
5997,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
